PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	LETCHER, BH; BENGTSON, DA								EFFECTS OF FOOD DENSITY AND TEMPERATURE ON FEEDING AND GROWTH OF YOUNG INLAND SILVERSIDES (MENIDIA-BERYLLINA)								JOURNAL OF FISH BIOLOGY				43	5			671	686						NOV 1993	1993										16	0	0	0	17	0	17			0022-1112	1095-8649		WOS:A1993MH58000002		
J	ASIMENG, EJ; MUTINGA, MJ								A PRELIMINARY ACCOUNT OF LARVIVOROUS FISH IN THE MWEA RICE IRRIGATION SYSTEM								BIOLOGICAL CONTROL				3	4			319	322		10.1006/bcon.1993.1041				DEC 1993	1993										1	0	0	0	0	0	1			1049-9644			WOS:A1993MP07100008		
J	Sommer, Ulrich; Peter, Kalista H.; Genitsaris, Savvas; Moustaka-Gouni, Maria				Genitsaris, Savvas/L-5302-2019	Genitsaris, Savvas/0000-0003-0585-2571			Do marine phytoplankton follow Bergmann's rule sensu lato?								BIOLOGICAL REVIEWS				92	2			1011	1026		10.1111/brv.12266				MAY 2017	2017	Global warming has revitalized interest in the relationship between body size and temperature, proposed by Bergmann's rule 150 years ago, one of the oldest manifestations of a 'biogeography of traits'. We review biogeographic evidence, results from clonal cultures and recent micro-and mesocosm experiments with naturally mixed phytoplankton communities regarding the response of phytoplankton body size to temperature, either as a single factor or in combination with other factors such as grazing, nutrient limitation, and ocean acidification. Where possible, we also focus on the comparison between intraspecific size shifts and size shifts resulting from changes in species composition. Taken together, biogeographic evidence, community-level experiments and single-species experiments indicate that phytoplankton average cell sizes tend to become smaller in warmer waters, although temperature is not necessarily the proximate environmental factor driving size shifts. Indirect effects via nutrient supply and grazing are important and often dominate. In a substantial proportion of field studies, resource availability is seen as the only factor of relevance. Interspecific size effects are greater than intraspecific effects. Direct temperature effects tend to be exacerbated by indirect ones, if warming leads to intensified nutrient limitation or copepod grazing while ocean acidification tends to counteract the temperature effect on cell size in non-calcifying phytoplankton. We discuss the implications of the temperature-related size trends in a global-warming context, based on known functional traits associated with phytoplankton size. These are a higher affinity for nutrients of smaller cells, highest maximal growth rates of moderately small phytoplankton (ca. 102 mu m(3)), size-related sensitivities for different types of grazers, and impacts on sinking rates. For a phytoplankton community increasingly dominated by smaller algae we predict that: (i) a higher proportion of primary production will be respired within the microbial food web; (ii) a smaller share of primary production will be channeled to the classic phytoplankton-crustacean zooplankton-fish food chain, thus leading to decreased ecological efficiency from a fish-production point of view; (iii) a smaller share of primary production will be exported through sedimentation, thus leading to decreased efficiency of the biological carbon pump.									43	0	0	0	39	0	43			1464-7931	1469-185X		WOS:000398567200021	27028628	
J	Enefalk, Asa; Huusko, Ari; Louhi, Pauliina; Bergman, Eva								Fine stream wood decreases growth of juvenile brown trout (Salmo trutta L.)								ENVIRONMENTAL BIOLOGY OF FISHES				102	5			759	770		10.1007/s10641-019-00869-4				MAY 2019	2019	In this study, the growth rate, gut fullness, diet composition and spatial distribution of brown trout was compared between artificial channels with and without fine wood (FW). Access to FW resulted in significantly lower brown trout growth rates over the study period from late summer to early winter as water temperatures declined from 17 degrees C to 1 degrees C. Access to FW resulted in minor differences in occurrence of the most common taxa found in brown trout diets, except for chironomid larvae which were found in c. 60% of the brown trout guts from control treatments but in only 30% of the guts from FW treatments in early winter. Diet consisted primarily of case-bearing and free-living Trichoptera larvae, Asellus, chironomid and Ephemeroptera larvae. Brown trout gut fullness was not significantly affected by access to FW bundles. Brown trout aggregated among FW but were more evenly distributed in channels lacking it. Our results suggest that juvenile brown trout use FW as a shelter at a wide range of water temperatures, and that this behaviour may result in reduced growth rates during their first fall and the onset of their first winter. We also show that prey availability and the composition of brown trout diet changes from late summer to early winter and that FW has a small but significant effect on brown trout diet composition.									0	0	0	0	0	0	0			0378-1909	1573-5133		WOS:000468519700008		
J	Noble, Warwick J.; Benkendorff, Kirsten; Harris, James O.				Harris, James/C-8653-2009; Benkendorff, Kirsten/Q-4200-2017	Harris, James/0000-0002-0997-3015; Benkendorff, Kirsten/0000-0003-4052-3888			Growth, settlement and survival of Dicathais orbita (Neogastropoda, Mollusca) larvae in response to temperature, diet and settlement cues								AQUACULTURE RESEARCH				46	6			1455	1468		10.1111/are.12298				JUN 2015	2015	The southern Australian whelk, Dicathais orbita, is a potential candidate for aquaculture, as both seafood and for bioactive compound production. Larval rearing experiments to determine the effects of temperature and diet on the growth and survival of D.orbita larvae under laboratory conditions comprised five different unicellular algal diets of two brown algal species; Isochysis galbana and Chaetoceros muelleri, two green algae; Tetraselmis seucica and Nannochloropsis oculata, and a mixture of all four strains for larvae maintained at 16 and 22 degrees C. Absolute growth, specific growth rate (SGR) and survival were determined regularly. Larvae reared at 22 degrees C on a mixed diet, or brown algae, performed significantly better than those reared on green algal diets alone. Preliminary trials with settlement cues were undertaken on different aged larvae to determine when larvae become competent. An array of natural cues (carrion, Xenostrobus pulex, adult mucus and Ulvella lens), as well as concentrations of KCl was tested. KCl(concentration of 20mM) induced the greatest settlement, however, no larvae metamorphosed under the conditions provided. This study confirms long-lived planktotrophic larval development for Dicathais orbita with higher development rates at the higher water temperatures. Further studies will optimize culture conditions and cues for settlement and metamorphosis.									2	0	0	0	2	0	2			1355-557X	1365-2109		WOS:000353970800017		
J	Williamson, Craig E.; Salm, Courtney; Cooke, Sandra. L.; Saros, Jasmine. E.				Cooke, Sandra/A-5033-2010	Cooke, Sandra/0000-0003-0909-8887			How do UV radiation, temperature, and zooplankton influence the dynamics of alpine phytoplankton communities?								HYDROBIOLOGIA				648	1			73	81		10.1007/s10750-010-0147-5				JUL 2010	2010	Plankton in mountain lakes are confronted with generally higher levels of incident ultraviolet radiation (UVR), lower temperatures, and shorter growing seasons than their lower elevation counterparts. The direct inhibitory effects of high UVR and low temperatures on montane phytoplankton are widely recognized. Yet little is known about the indirect effects of these two abiotic factors on phytoplankton, and more specifically whether they alter zooplankton grazing rates which may in turn influence phytoplankton. Here, we report the results of field microcosm experiments that examine the impact of temperature and UVR on phytoplankton growth rates and zooplankton grazing rates (by adult female calanoid copepods). We also examine consequent changes in the absolute and relative abundance of the four dominant phytoplankton species present in the source lake (Asterionella formosa, Dinobryon sp., Discostella stelligera, and Fragilaria crotonensis). All four species exhibited higher growth rates at higher temperatures and three of the four species (all except Dinobryon) exhibited lower growth rates in the presence of UVR versus when shielded from UVR. The in situ grazing rates of zooplankton had significant effects on all species except Asterionella. Lower temperatures significantly reduced grazing rates on Fragilaria and Discostella, but not Dinobryon. While UVR had no effect on zooplankton grazing on any of the four species, there was a significant interaction effect of temperature and UVR on zooplankton grazing on Dinobryon. Discostella and Dinobryon increased in abundance relative to the other species in the presence of UVR. Colder temperatures, the presence of zooplankton, and UVR all had consistently negative effects on rates of increase in overall phytoplankton biomass. These results demonstrate the importance of indirect as well as direct effects of climate forcing by UVR and temperature on phytoplankton community composition in mountain lakes, and suggest that warmer climates and higher UVR levels may favor certain species over others.									35	1	0	0	35	1	39			0018-8158			WOS:000277284000006		
J	David, Jean-Francois; Gillon, Dominique				David, Jean-Francois/A-9337-2008	David, Jean-Francois/0000-0001-7505-0406			Combined effects of elevated temperatures and reduced leaf litter quality on the life-history parameters of a saprophagous macroarthropod								GLOBAL CHANGE BIOLOGY				15	1			156	165		10.1111/j.1365-2486.2008.01711.x				JAN 2009	2009	Because soil macroinvertebrates strongly modify decomposition processes, it is important to know how their abundance will respond to global change. We investigated in laboratory microcosms, the effects of elevated temperatures and reduced leaf litter quality on the life-history traits of a saprophagous macroarthropod (development time, growth, survival and reproduction). Millipedes (Polydesmus angustus) from an Atlantic temperate forest were reared throughout their life cycle (>= 16 months) under two temperature regimes differing on average by 3.3 degrees C; in a factorial design, they were fed either on Atlantic leaf litter or on Mediterranean leaf litter with a higher C : N ratio; humidity was consistently high. The components of the population growth rate (r) were affected positively by the temperature rise and negatively by the switch from Atlantic to Mediterranean leaf litter. When both treatments were combined, litter effects offset temperature effects. These results show that the short-term response of saprophagous macroarthropods to warming is positive but depends on the availability of high-quality litter, which is difficult to predict in the global change context. In a parallel experiment, conspecific millipedes from a Mediterranean population, which have evolved for a long time in a warmer climate and on poor-quality litter, were reared at elevated temperatures on Mediterranean leaf litter. All components of r were higher than in the Atlantic population under the same conditions. This suggests that in the longer term, macroarthropods can overcome detrimental trophic interactions. Based on our study and the literature, we conclude that for decades the positive effects of warming on saprophagous macrofauna should exceed the negative effects of changes in litter quality. The abundance of those organisms in temperate forests could increase, which is confirmed by latitudinal patterns in Europe. Studies aimed at predicting the impacts of global change on decomposition will need to consider interactions with soil macroinvertebrates.									27	3	0	0	28	0	30			1354-1013	1365-2486		WOS:000262347600012		
J	Matheson, Kyle; Gagnon, Patrick				Gagnon, Patrick/B-4327-2012				Temperature mediates non-competitive foraging in indigenous rock (Cancer irroratus Say) and recently introduced green (Carcinus maenas L.) crabs from Newfoundland and Labrador								JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY				414				6	18		10.1016/j.jembe.2012.01.006				MAR 15 2012	2012	The green crab, Carcinus maenas, was recently (2007) introduced to predominantly cold water ecosystems of Newfoundland and Labrador (NL). The known broad diet of the green crab in warmer ecosystems of the northwest Atlantic raised concerns about its ability to interfere with species indigenous to NL, especially the rock crab, Cancer irroratus, which exhibits common preference with the green crab for the blue mussel, Mytilus edulis. We used two experiments to determine the effects of low water temperature representative of southern NL (4 degrees C and 12 degrees C), body size (small, medium, and large), chela loss, and chemical cues from live and dead conspecifics and heterospecifics on capture and selection of blue mussels in six size classes (10 to 40 mm in shell length) and five associated behaviors (handling, feeding, sitting, moving, and burying in sediments or using an artificial cavity) in rock and green crabs from NL held individually in microcosm tanks. Experiment 1, which addressed the effects of changes in water temperature, body size, and chela loss on foraging in both rock and green crabs, indicated that mussel capture was nearly three times higher in large than small individuals in both species. Large rock and green crabs captured between 43 and 46% of the largest (>30 mm) mussels, while small rock and green crabs captured 25 and 76% of the smallest (<20 mm) mussels, respectively. Chela loss caused a twofold decrease in mussel capture in rock crabs, though did not affect green crabs. Experiment 2, which addressed the effects of changes in water temperature and chemical cues on foraging in rock crabs, showed that cues from rock crabs (live and dead) and green crabs (live) had no effect on mussel capture, while causing only subtle changes in mussel size selection. However. small rock crabs buried in sediments or were located within the artificial cavity twice as often in the presence of cues from dead rock crabs than in the absence of cues. Overall, the crabs captured approximately three times more mussels at 12 degrees C than 4 degrees C regardless of crab species, crab size, chela loss, and the presence or absence of chemical cues, which therefore demonstrate the pervasive effect of low temperature on foraging in both rock and green crabs. We conclude that the recent introduction of the green crab to Newfoundland and Labrador may have a greater impact on foraging in small than large rock crabs and those missing one chela, while altering mussel populations through marked preference by small green crabs for small mussels. (C) 2012 Elsevier B.V. All rights reserved.									24	1	0	0	23	0	25			0022-0981			WOS:000302502500002		
J	Przytulska, Anna; Bartosiewicz, Maciej; Rautio, Milla; Dufresne, France; Vincent, Warwick F.				Vincent, Warwick/AAH-6152-2019	Vincent, Warwick/0000-0001-9055-1938			Climate Effects on High Latitude Daphnia via Food Quality and Thresholds								PLOS ONE				10	5					e0126231	10.1371/journal.pone.0126231				MAY 13 2015	2015	Climate change is proceeding rapidly at high northern latitudes and may have a variety of direct and indirect effects on aquatic food webs. One predicted effect is the potential shift in phytoplankton community structure towards increased cyanobacterial abundance. Given that cyanobacteria are known to be a nutritionally poor food source, we hypothesized that such a shift would reduce the efficiency of feeding and growth of northern zooplankton. To test this hypothesis, we first isolated a clone of Daphnia pulex from a permafrost thaw pond in subarctic Quebec, and confirmed that it was triploid but otherwise genetically similar to a diploid, reference clone of the same species isolated from a freshwater pond in southern Quebec. We used a controlled flow-through system to investigate the direct effect of temperature and indirect effect of subarctic picocyanobacteria (Synechococcus) on threshold food concentrations and growth rate of the high latitude clone. We also compared the direct effect of temperature on both Daphnia clones feeding on eukaryotic picoplankton (Nannochloropsis). The high latitude clone had a significantly lower food threshold for growth than the temperate clone at both 18 and 26 degrees C, implying adaptation to lower food availability even under warmer conditions. Polyunsaturated fatty acids were present in the picoeukaryote but not the cyanobacterium, confirming the large difference in food quality. The food threshold for growth of the high latitude Daphnia was 3.7 (18 degrees C) to 4.2 (26 degrees C) times higher when fed Synechococcus versus Nannochloropsis, and there was also a significant negative effect of increased temperature and cyanobacterial food on zooplankton fatty acid content and composition. The combined effect of temperature and food quality on the performance of the high latitude Daphnia was greater than their effects added separately, further indicating the potentially strong indirect effects of climate warming on aquatic food web processes.									12	0	0	0	10	0	12			1932-6203			WOS:000354544200100	25970289	
J	OLESEN, NJ								CLEARANCE POTENTIAL OF JELLYFISH AURELIA-AURITA, AND PREDATION IMPACT ON ZOOPLANKTON IN A SHALLOW COVE								MARINE ECOLOGY PROGRESS SERIES				124	1-3			63	72		10.3354/meps124063				AUG 1995	1995	The potential predation impact of jellyfish Aurelia aurita on zooplankton in a shallow cove was investigated. Population clearance potential was calculated from laboratory clearance rates and from measurements of medusae size and abundance during 1991 and 1992 in the shallow cove Kertinge Nor, Denmark. Clearance by A. aurita as a function of medusae size and water temperature was measured in the laboratory using copepods (Acartia tonsa) and rotifers (Brachionus plicatilis) as prey. Clearance rate increased (from 0.01 to 2.3 1 h(-1) ind(-1)) with increasing medusae diameter (from 4 to 44 mm) when rotifers were used as prey. For medusae > 5 mm, clearance on copepods and rotifers was similar. Water temperature had marked effect on clearance, which increased from 0.16 1 h(-1) ind-l at 5 degrees C to 0.58 1 h(-1) ind(-1) at 14 for a 20 mm medusa feeding on A. tonsa. Between 14 and 21 degrees C clearance was constant, and at 30 degrees C the medusae died. In spring, when medusa were small, the population in Kertinge Nor could potentially have cleared the volume of water in the cove less than 0.1 times each day. This value was 3.5 times each day in late summer when biomass was high. Blooms of rotifers were observed in Kertinge Nor, but only during periods of low population clearance potential of A. aurita, and the abundance of holozooplankton in general was extremely low in Kertinge Nor during 1991 and 1992. High predation pressure by medusae appears to control zooplankton in the shallow cove, at least during summer and early fall, and A. aurita may thus be considered as a keystone species in the control of the trophic structure in Kertinge Nor.									78	10	0	0	69	1	90			0171-8630			WOS:A1995RW86700006		
