PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Merila, J; Laurila, A; Laugen, AT; Rasanen, K				Laugen, Ane/C-6225-2008; Merila, Juha/A-4061-2008	Laugen, Ane/0000-0001-6196-8304; Merila, Juha/0000-0001-9614-0072			Heads or tails? - Variation in tadpole body proportions in response to temperature and food stress								EVOLUTIONARY ECOLOGY RESEARCH				6	5			727	738						JUL 2004	2004	Given sufficient time and genetic variation, populations of ectothermic animals living in different thermal environments are expected to diverge in their thermal optima for growth. Several recent studies have used common frog (Rana temporaria) tadpoles as models to study animal adaptation to geographic variation in ambient temperatures, but little attention has been paid to how the growth of different body parts responds to variation in temperature. We examined the variation in early growth in body. tail and relative tail length of common frog tadpoles in a common garden experiment that subjected individuals from six populations situated along a 1600-km latitudinal gradient to different temperature and food treatments. We found a high degree of latitudinally unordered inter-populational differentiation in relative tail length, and that increasing levels of environmental stress (low temperature and restricted food) lead to increased mean relative tail length. This occurred mainly because of changes in body growth, not because of changes in tail growth per se. This suggests that growth of the tail itself is less sensitive to environmental stress than body growth, but at the same time the relative length of tail can be a good indicator of growth conditions experienced by individuals. In general, the results do not support the earlier proposition that common frog tadpoles in the south have relatively longer tails due to increased risk of predation, but indirect evidence was found to support the contention that the populations along the latitudinal gradient have different thermal optima for growth as indicated by latitudinally ordered differences in how relative tail length changed in response to temperature treatments.									9	1	0	0	9	0	10			1522-0613	1937-3791		WOS:000222362000006		
J	COYLE, KO; HIGHSMITH, RC								BENTHIC AMPHIPOD COMMUNITY IN THE NORTHERN BERING SEA - ANALYSIS OF POTENTIAL STRUCTURING MECHANISMS								MARINE ECOLOGY PROGRESS SERIES				107	3			233	244		10.3354/meps107233				APR 1994	1994	The age class structure of ampeliscid populations is determined largely by competition for space. Population densities of the various ampeliscid species are regulated by a balance between required carbon flux rates to the seafloor, predation rates, competition for space and reproductive potential. The largest taxa require high organic matter input and low predation rates to mature and reproduce. Reductions in organic matter flux favor smaller taxa. Low predation rates favor larger taxa, which can out-compete the smaller taxa for available space. High predation rates favor smaller taxa, which have a higher reproductive rate and are therefore more effective colonizers. The above factors can explain the relative concentrations of Ampelisca macrocephala, Ampelisca birulai and Byblis spp., the most abundant ampeliscids in the northern Bering Sea. Elevated predation losses to gray whales will depress the density of the large-sized A. macrocephala populations and increase the density of the smallest species, A. birulai. Global warming should elevate ampeliscid food requirements, and may also lead to elevated predation rates, both selecting for smaller species.									25	0	0	0	13	0	25			0171-8630			WOS:A1994NJ48400003		
J	Hauss, Helena; Christiansen, Svenja; Schuette, Florian; Kiko, Rainer; Lima, Miryam Edvam; Rodrigues, Elizandro; Karstensen, Johannes; Loescher, Carolin R.; Koertzinger, Arne; Fiedler, Bjoern				Schutte, Florian/E-6406-2016; Fiedler, Bjorn/X-4588-2018; Loscher, Carolin/AAB-3701-2019; Karstensen, Johannes/A-8534-2013; Hauss, Helena M/S-1718-2018	Schutte, Florian/0000-0002-4846-1434; Karstensen, Johannes/0000-0001-5044-7079; Hauss, Helena M/0000-0002-0754-3388; Kiko, Rainer/0000-0002-7851-9107; Loscher, Carolin/0000-0002-2044-6849			Dead zone or oasis in the open ocean? Zooplankton distribution and migration in low-oxygen modewater eddies								BIOGEOSCIENCES				13	6			1977	1989		10.5194/bg-13-1977-2016				2016	2016	The eastern tropical North Atlantic (ETNA) features a mesopelagic oxygen minimum zone (OMZ) at approximately 300-600 m depth. Here, oxygen concentrations rarely fall below 40 mu mol O-2 kg(-1), but are expected to decline under future projections of global warming. The recent discovery of mesoscale eddies that harbour a shallow suboxic (< 5 mu mol O-2 kg(-1)) OMZ just below the mixed layer could serve to identify zooplankton groups that may be negatively or positively affected by ongoing ocean deoxygenation. In spring 2014, a detailed survey of a suboxic anticyclonic mode-water eddy (ACME) was carried out near the Cape Verde Ocean Observatory (CVOO), combining acoustic and optical profiling methods with stratified multinet hauls and hydrography. The multinet data revealed that the eddy was characterized by an approximately 1.5-fold increase in total area-integrated zooplankton abundance. At nighttime, when a large proportion of acoustic scatterers is ascending into the upper 150 m, a drastic reduction in mean volume backscattering (S-v) at 75 kHz (shipboard acoustic Doppler current profiler, ADCP) within the shallow OMZ of the eddy was evident compared to the nighttime distribution outside the eddy. Acoustic scatterers avoided the depth range between approximately 85 to 120 m, where oxygen concentrations were lower than approximately 20 mu mol O-2 kg(-1), indicating habitat compression to the oxygenated surface layer. This observation is confirmed by time series observations of a moored ADCP (upward looking, 300 kHz) during an ACME transit at the CVOO mooring in 2010. Nevertheless, part of the diurnal vertical migration (DVM) from the surface layer to the mesopelagic continued through the shallow OMZ. Based upon vertically stratified multinet hauls, Underwater Vision Profiler (UVP5) and ADCP data, four strategies followed by zooplankton in response to in response to the eddy OMZ have been identified: (i) shallow OMZ avoidance and compression at the surface (e.g. most calanoid copepods, euphausiids); (ii) migration to the shallow OMZ core during daytime, but paying O-2 debt at the surface at nighttime (e.g. siphonophores, Oncaea spp., eucalanoid copepods); (iii) residing in the shallow OMZ day and night (e.g. ostracods, polychaetes); and (iv) DVM through the shallow OMZ from deeper oxygenated depths to the surface and back. For strategy (i), (ii) and (iv), compression of the habitable volume in the surface may increase prey-predator encounter rates, rendering zooplankton and micronekton more vulnerable to predation and potentially making the eddy surface a foraging hotspot for higher trophic levels. With respect to long-term effects of ocean deoxygenation, we expect avoidance of the mesopelagic OMZ to set in if oxygen levels decline below approximately 20 mu mol O-2 kg(-1). This may result in a positive feedback on the OMZ oxygen consumption rates, since zooplankton and micronekton respiration within the OMZ as well as active flux of dissolved and particulate organic matter into the OMZ will decline.									21	0	0	0	13	0	21			1726-4170	1726-4189		WOS:000377274100016		
J	Oliveira, Simone A.; Auad, Alexander M.; Souza, Brigida; Silva, Daniela M.; Carvalho, Caio A.				Antunes-Carvalho, Caio/AAN-9365-2020	Antunes-Carvalho, Caio/0000-0002-0124-2509			Effect of temperature on the interaction between Chrysoperla externa (Neuroptera: Chrysopidae) and Sipha flava (Hemiptera: Aphididae)								EUROPEAN JOURNAL OF ENTOMOLOGY				107	2			183	188		10.14411/eje.2010.024				2010	2010	This paper examines some biological aspects and the predatory capacity of Chrysoperla externa fed nymphs of Sipha flava and reared at different temperatures. Recently hatched larvae were placed individually in Petri dishes, fed ad libitum with S. flava and reared at either 12, 16, 20, 24, 28 or 32 +/- 1 degrees C, a RH of 70 +/- 10% and a 12-h photophase. The experiment was fully randomized with 30 replicates of each treatment. The duration and survival in each instar, and larval and pupal stages (pre-pupa + pupa) were analyzed. To determine the predatory capacity of larvae they were each provided daily with three-day-old nymphs of the aphid, in a number greater than they could consume. Ninety C. externa larvae were kept individually in Petri dishes at 24 +/- 1 degrees C, and their daily consumption recorded during development. Temperature influenced the rate of larval and pupal development. There was a decrease in the duration of development with increase in temperature. Regression analyses, based on quadratic equations, were used to describe the effect of temperature on the duration of development in the different instars of C. externa. This revealed that the base temperature increased as the larvae developed towards the adult phase. The survival of larvae in the first and second instars was similar at 12, 16, 20, 24, 28 and 32 degrees C but none of the third instar larvae completed their development at 12 degrees C and 32 degrees C. The average daily and total consumption of aphids by third instar larvae was about 48 times greater than that of first instar larvae. The larvae ate an average of 10, 37 and 479 aphids in the first, second and third instars, respectively.									6	0	0	0	5	2	7				1802-8829		WOS:000276310400006		
J	DeLong, John P.; Hanley, Torrance C.; Vasseur, David A.					DeLong, John/0000-0003-0558-8213; Vasseur, David/0000-0003-1706-9613			Predator-prey dynamics and the plasticity of predator body size								FUNCTIONAL ECOLOGY				28	2	SI		487	493		10.1111/1365-2435.12199				APR 2014	2014	1. Body size is of fundamental importance to the structure and function of natural systems, yet the factors selecting for certain body sizes are still not well understood. Resource supply levels clearly play a role in setting size, but in current theory, optimality functions for body size are not tied to the population dynamics that govern resource supply, minimizing our ability to understand how body size evolves in response to the ecological context.2. We integrated the supply-demand (SD) model of body size evolution with a model of predator-prey dynamics to create a dynamic SD model that describes predator body size variation through time. We tested the model with experimental data on body size and abundance dynamics in the Didinium-Paramecium predator-prey system. We used a new differential equation fitting approach along with independently estimated parameters to determine whether the model could simultaneously capture both abundance and body size dynamics.3. The dynamics were well described by the model, supporting the notion that body size changes to match bodily demand for resources with the available supply of resources. Surprisingly, despite the 10-fold variation in Didinium body size, we found that static model parameters were sufficient to describe the data, suggesting a lack of eco-evolutionary dynamics.4. A pressing need in ecology is to be able to predict changes in body size under novel scenarios, especially climate warming. The dynamic SD model does this by linking body size to the ecological context in an eco-evolutionary framework. Our approach expands our ability to understand rapid linked changes in traits and abundance.									32	0	0	0	29	0	32			0269-8463	1365-2435		WOS:000332777500021		
J	Castriota, Luca; Falautano, Manuela; Battaglia, Pietro; Oddo, Alberto; Andaloro, Franco				Battaglia, Pietro/X-2180-2019	Battaglia, Pietro/0000-0003-1822-7775; Castriota, Luca/0000-0002-3349-9501			New biological data on Fistularia commersonii in the central Mediterranean Sea								CYBIUM				38	1			15	21						JAN 31 2014	2014	Preliminary data on age, growth and diet of bluespotted cornetfish Fistularia commersonii Rtippell, 1838 (Fistulariidae) in the central Mediterranean Sea are provided. In the study area, this invasive Lessepsian fish showed piscivorous behaviour, focusing mainly on labrids, clupeids and sparids. Prey composition suggests that bluespotted cometfish explores various habitats for hunting. Prey fishes were mainly juveniles and their size showed positive correlation with predator size. Estimated by vertebrae readings, ages of bluespotted cornetfish, having sizes from 73.0 to 107.5 cm total length, ranged from 2 to 4 years; these are the first estimates of age for this species. The parameters of von Bertalanffy growth curves were L-infinity = 102.39 cm, k = 0.49 year(-1), t(o) = 0.57 years. The analysis of growth rates indicates that bluespotted cometfish is a fast-growing species. Growth performance index was phi' = 3.71, and weight-length relationship, W = 0.0001 x TL3.372 (R-2 = 0.857), described positive allometric growth of F. commersonii.									6	0	0	0	6	0	6			0399-0974			WOS:000336107600003		
J	Tamara, Shiganova A.; Alekseenko, Elena; Lidia, Moskalenko; Paul, Nival				S, Ramaa/P-4678-2014				Modelling assessment of interactions in the Black Sea of the invasive ctenophores Mnemiopsis leidyi and Beroe ovata								ECOLOGICAL MODELLING				376				1	14		10.1016/j.ecolmodel.2018.02.008				MAY 24 2018	2018	We analyzed the main factors that controlled the prey-predator dynamics of two invasive ctenophores, Mnemiopsis leidyi and Beroe ovata in the Black Sea using a demographic model. We assessed the bottom up cascading effect from edible zooplankton to its consumer M. leidyi and its predator B. ovata. For these purposes, we used life cycles of both ctenophores (ova, larva, juvenile, transitional and adult stages), variability of annual phenology and physiological features obtained from our field observations and experiments made in the northeastern Black Sea over 27 years, combined with a long-term change in temperature and food availability for both ctenophores.Model outputs were compared with field observations. Then, model scenarios were tested to understand which environmental conditions control M. leidyi and B. ovate development. Using our model, we found that the maximum annual abundances of M. leidyi and B. ovata increased with mean springtime temperature and development of spring-early summer zooplankton which is important for creation of M. leidyi abundance and consequently development of B. ovate. An assessment with changing concentration of the M. leidyi food (i.e. zooplankton) at the time of its annual development changed the maximum annual values reached by M. leidyi, and consequently B. ovate. It was found that time of appearance of B. ovata had changed to May since 2012 with increasing temperature, and as a result M. leidyi did not have time to reach high abundance, being grazed by B. ovate already since May. Model results were qualitatively the same as those from long-term field observations.As a result, we obtained a model of two ctenophores interacting with total life structure: duration and scale of reproduction, growing from stage to stage, mortality, seasonal disappearance from water depending on temperature and prey availability. Similar analyses have never been done in the Black Sea and can be used for other seas where M. leidyi or both ctenophores invaded.									0	0	0	0	0	0	0			0304-3800	1872-7026		WOS:000431096500001		
J	ARNDT, H; SCHNESE, W				Arndt, Hartmut/K-9364-2017	Arndt, Hartmut/0000-0003-2811-3595			POPULATION-DYNAMICS AND PRODUCTION OF ACARTIA-TONSA (COPEPODA, CALANOIDA) IN THE DARSS-ZINGST ESTUARY, SOUTHERN BALTIC								OPHELIA								329	334					4	AUG 1986	1986										7	0	0	0	7	0	8			0078-5326			WOS:A1986E401600032		
J	Cameron, Tom C.; O'Sullivan, Daniel; Reynolds, Alan; Piertney, Stuart B.; Benton, Tim G.				Cameron, Tom/H-9555-2012; Benton, Tim G/C-6493-2009	Cameron, Tom/0000-0002-5875-1494; Benton, Tim G/0000-0002-7448-1973; Piertney, Stuart/0000-0001-6654-0569			Eco-evolutionary dynamics in response to selection on life-history								ECOLOGY LETTERS				16	6			754	763		10.1111/ele.12107				JUN 2013	2013	Understanding the consequences of environmental change on ecological and evolutionary dynamics is inherently problematic because of the complex interplay between them. Using invertebrates in microcosms, we characterise phenotypic, population and evolutionary dynamics before, during and after exposure to a novel environment and harvesting over 20 generations. We demonstrate an evolved change in life-history traits (the age- and size-at-maturity, and survival to maturity) in response to selection caused by environmental change (wild to laboratory) and to harvesting (juvenile or adult). Life-history evolution, which drives changes in population growth rate and thus population dynamics, includes an increase in age-to-maturity of 76% (from 12.5 to 22days) in the unharvested populations as they adapt to the new environment. Evolutionary responses to harvesting are outweighed by the response to environmental change (similar to 1.4 vs. 4% change in age-at-maturity per generation). The adaptive response to environmental change converts a negative population growth trajectory into a positive one: an example of evolutionary rescue.									49	0	0	0	46	0	49			1461-023X	1461-0248		WOS:000318996400005	23565666	
J	Zhang, Guo-Hao; Li, Ya-Ying; Zhang, Kai-Jun; Wang, Jin-Jun; Liu, Yi-Qing; Liu, Huai								Effects of heat stress on copulation, fecundity and longevity of newly-emerged adults of the predatory mite, Neoseiulus barkeri (Acari: Phytoseiidae)								SYSTEMATIC AND APPLIED ACAROLOGY				21	3			295	306		10.11158/saa.21.3.5				MAR 2016	2016	Climate change predictions depict scenarios where arthropods will be more intensely and frequently exposed to extreme high temperatures. A short period of heat stress is unlikely to cause directly mortality but may modify population dynamics via impacting life history traits. In this study, the newly-emerged female and male adults of the predatory mite, Neoseiulus barkeri Hughes (Acari: Phytoseiidae) were exposed to 42 degrees C for 4 hours to investigate the heat effects on the copulation, longevity, fecundity and egg hatchability through parental effects of the mite. The results showed that after heat stress, the females had a markedly extended pre-oviposition period, shortened oviposition period, and reduced fecundity and longevity. At the meantime, when females mated with the heat stressed males, the pre-oviposition period was prolonged, the oviposition period was shortened and the fecundity was reduced. A sex-specific effect of short term heat exposure on mating behavior was further observed in males where copulation duration of the stressed individuals were somewhat prolonged. In addition, a trade-off between survival and reproduction was observed in heat stressed females. However, heat stress had no effects on immediate mortality, pre-copulation period, post-oviposition period, male longevity and egg hatchability of the progeny generations. Our results confirmed that heat stress had a detrimental effect on reproduction, particularly by delaying the onset of oviposition and reducing reproductive output and thereby influencing the population dynamics of N. barkeri.									14	1	0	0	13	0	15			1362-1971			WOS:000373924500005		
