PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Jediyi, H.; Naamani, K.; Elkoch, A. Ait; El Keroumi, A.					EL KEROUMI, Abderrahim/0000-0001-6293-9193			First study of Diptera seasonal dynamics and their community structure in Moroccan vineyards								AFRICAN ENTOMOLOGY				28	2			312	328		10.4001/003.028.0312				SEP 2020	2020	The purpose of this study was to describe the structure and composition of Diptera in Moroccan vineyard, using wet-traps sampling technique throughout 2017. The study focused on five varieties within Loudaya vineyard (west region of Marrakech, Morocco). Eleven different fly species were identified belonging to 10 families, Ceratitis capitata, Drosophilla suzukii and Thaumatiya notata were the most abundant species and first time behaviourally dominant flies species. In addition, more flies were captured in the local varieties (10 579 individuals) than in the introduced ones (966). Moreover, a significant difference was observed in fly richness, evenness and diversity between varieties. Fly community structure in Loudaya showed a clear seasonal dynamics, which richness, abundance, diversity and evenness were significantly (P < 0.001) dissimilar among months. Furthermore, Diptera species were positively influenced by humidity and rainfall. Richness (expected by sample-based rarefaction) and diversity peaked in the middle of vineyard phenology, corresponding to mid-spring to late-summer in all varieties. Fly species occurrence and seasonal climatic variation in Loudaya vineyard might be among various ecological factors such as habitat distribution, climate and the availability of resources. Taking into account the periods of fly abundance, the survey could give relevant indications on new approaches to integrated pest management (IPM) in Moroccan vineyards, particularly in the Loudaya region.									0	0	0	0	0	0	0			1021-3589	1026-4914		WOS:000575904500010		
J	Klok, CJ; Chown, SL				Chown, Steven L/H-3347-2011	Chown, Steven L/0000-0001-6069-5105			Assessing the benefits of aggregation: thermal biology and water relations of anomalous Emperor Moth caterpillars								FUNCTIONAL ECOLOGY				13	3			417	427		10.1046/j.1365-2435.1999.00324.x				JUN 1999	1999	1. Three hypotheses have been proposed to account for the maintenance of aggregation behaviour in caterpillars. While the benefits of aggregation for defence and for the elevation of growth rates have been investigated in some species, both of these hypotheses have been criticized, and in many cases the alternative hypothesis regarding the benefits of physiological regulation has not been investigated.2. In this paper the field thermal biology and water relations of solitary caterpillars (instars IV-V) and aggregations of caterpillars (instars I-III) are examined in Imbrasia belina (Westwood) (Lepidoptera: Saturniidae), a species where an instar-related change in aggregation behaviour is obligatory (instars I-III always aggregate, instars IV-V are always solitary), and where the benefits of defence and of overwhelming inducible host plant defences are unlikely to be significant.3. Aggregations of instars II-III maintain body temperatures equivalent to those of larger solitary individuals of instars IV and V, but significantly higher than those of operative models of single caterpillars of instars II-III. In addition, behavioural thermoregulation is not used to elevate body temperatures, although hanging behaviour takes place when upper lethal temperature limits are approached. Nonetheless, solar radiation has a marked influence on the temperature of aggregations because of the accumulation of higher heat loads by the larger masses of large aggregations.4. Instars IV-V can survive higher temperatures than instars I-III, and this may be because of their accumulation of very high heat loads in the field. Instars I and LII can avoid these high heat loads by partial dispersal from the aggregation. In contrast, instars I-III have significantly lower critical thermal minima than the later instars, which may allow larvae to regain aggregations if they are separated from them.5. Water loss rates of real aggregations, of a given size, within a particular instar are lower than the sum of the rates of the same number of individual caterpillars of the same instar. In addition, survival of water loss tends to be higher in individuals from aggregations than in single individuals.6. Using this evidence in conjunction with studies that demonstrate significant predation in all instars, aggregation in the early instars irrespective of whether outbreaks take place or not, and the absence of inducible defences in the major host (Colophospermum mopane) of I. belina, it is concluded that physiological regulation, of temperature and water balance, is the most likely explanation for the maintenance of aggregation behaviour in this species.									75	0	1	0	69	1	79			0269-8463			WOS:000081534300015		
J	Mendo, Jaime; Wolff, Matthias								El Impacto De El Niño Sobre La Producción De Concha De Abanico (Argopecten Purpuratus) En Bahía Independencia, Pisco, Perú								Ecología Aplicada				2	1			51	57						2003-01	2003	Independencia Bay can be considered as one of the most productive invertebrate fishing grounds worldwide. One of the most important exploited species is the scallop (Argopecten purpuratus) with strong catching fluctuations related to El Niño and La Niña events and to inadequate management strategies. During strong warming periods annual landings reach up to 50 000t in an area of about 150 km2 and during cold years they remain around 500 to 1000 t. This study analyses the changes in scallop landings at Independencia Bay observed during the last two decades and discusses the main factors affecting the scallop proliferations during the El Niño events. In this way data on landings, sea surface temperature and those related to growth, reproduction, predation, mean density and oxygen concentration from published and unpublished papers are used. The relationship between annual catches and average water temperature over the preceding reproductive period of the scallop over the past 20 year’s period, showed that scallop production is affected positively only with strong El Niño such as those of 1983 and 1998. Our review showed that the scallop stock proliferation can be traced to the combined effect of (1) an increase in reproductive output through an acceleration of gonad maturation and a higher spawning frequency; (2) a shortening of the larval period and an increase in larval survival; (3) an increase in the individual growth performance; (4) an increase in the juvenile and adult survival through reduction of predator biomass; (5) an increase in carrying capacity of the scallop banks due to elevated oxygen levels. When discussing the factors that contribute to the development of the scallop population during an El Niño event, the fishery must be considered in detail. Since the volume of the catch not only depends on the relative abundance of the species, fishing efforts and strategies were analyzed in order to explain different levels of scallop production during El Niño 1983 and 1998.	La Bahía Independencia puede ser considerada a nivel mundial como una de las zonas mas productivas en invertebrados bentónicos, cuyas capturas están sujetas a fluctuaciones fuertes originadas por la ocurrencia del fenómeno El Niño y La Niña y por la falta de medidas de manejo adecuadas. Durante períodos con calentamientos fuertes los desembarques anuales alcanzan las 50000 t en un área de aproximadamente 150 km² y durante años fríos estas se mantienen alrededor de 500 a 1000 t. El presente estudio analiza los cambios de los desembarques en la Bahía Independencia observados durante las dos últimas décadas y discute los principales factores que afectan los "booms" de concha de abanico. En este sentido se usa información sobre capturas, temperatura y aquella relacionada con el crecimiento, reproducción, prelación, densidad media y condiciones de oxígeno procedente de trabajos publicados y no publicados. La relación entre la captura anual y la temperatura promedio durante el periodo reproductivo de la concha de abanico durante los últimos 20 años, muestra que la producción es afectada positivamente solo con la ocurrencia de El Niño fuertes como en 1983 y 1998. Los resultados muestran que los "booms" de concha de abanico durante estos El Niño se debe al efecto combinado de (1) incremento en la actividad reproductiva a través de una aceleración de la maduración y un incremento de la frecuencia de desove; (2) acortamiento del periodo larval e incremento en la supervivencia larval; (3) incremento en el rendimiento en crecimiento individual; (4) incremento en la supervivencia de juveniles y adultos debido a la reducción de la biomasa de predadores; (5) incremento en la capacidad de carga de los bancos de conchas debido a elevados niveles de oxígeno. En el marco de discusión sobre los factores que contribuyen al desarrollo de la población de concha de abanico durante el evento El Niño, no podemos dejar de considerar en detalle el impacto de la pesquería. Considerando que el volumen de captura no solo depende de la abundancia relativa de la especie, la estrategia de pesca aplicada fue analizada con el fin de explicar los diferentes niveles de producción de concha de abanico durante El Niño 1983 y 1998.								16	0	0	0	14	7	17			1726-2216			SCIELO:S1726-22162003000100008		
J	Ryan, Laura A.; Lynch, Samantha K.; Harcourt, Robert; Slip, David J.; Peddemors, Vic; Everett, Jason D.; Harrison, Lisa-Marie; Hart, Nathan S.				Hart, Nathan S/B-8564-2011	Hart, Nathan S/0000-0002-7289-9399; Harcourt, Robert/0000-0003-4666-2934; Ryan, Laura/0000-0002-3436-2048; Peddemors, Victor/0000-0002-8743-9782			Environmental predictive models for shark attacks in Australian waters								MARINE ECOLOGY PROGRESS SERIES				631				165	179		10.3354/meps13138				NOV 21 2019	2019	Shark attacks are rare but traumatic events that generate social and economic costs and often lead to calls for enhanced attack mitigation strategies that are detrimental to sharks and other wildlife. Improved understanding of the influence of environmental conditions on shark attack risk may help to inform shark management strategies. Here, we developed predictive models for the risk of attack by white Carcharodon carcharias, tiger Galeocerdo cuvier, and bull/ whaler Carcharhinus spp. sharks in Australian waters based on location, sea surface temperature (SST), rainfall, and distance to river mouth. A generalised additive model analysis was performed using shark attack data and randomly generated pseudo-absence non-attack data. White shark attack risk was significantly higher in warmer SSTs, increased closer to a river mouth (<10 km), and peaked at a mean monthly rainfall of 100 mm. Whaler shark attack risk increased significantly within 1 km of a river mouth and peaked in the summer months. Tiger shark attack risk increased significantly with rainfall. We performed additional temporal and spatio-temporal analyses to test the hypothesis that SST anomaly (SSTanom) influences white shark attack risk, and found that attacks tend to occur at locations where there is a lower SSTanom (i.e. the water is relatively cooler) compared to surrounding areas. On the far north coast of eastern Australia- an attack hotspot - a strengthening of the East Australian Current may cause white sharks to move into cooler upwelling waters close to this stretch of the coast and increase the risk of an attack.									1	0	0	0	1	0	1			0171-8630	1616-1599		WOS:000521174300012		
J	Orizaola, German; Laurila, Anssi				Orizaola, German/A-5217-2008	Orizaola, German/0000-0002-6748-966X			Intraspecific variation of temperature-induced effects on metamorphosis in the pool frog (Rana lessonae)								CANADIAN JOURNAL OF ZOOLOGY-REVUE CANADIENNE DE ZOOLOGIE				87	7			581	588		10.1139/Z09-045				JUL 2009	2009	Understanding the factors that affect the process of metamorphosis in species with complex life cycles, and in particular their variation within and among populations, has been rarely explored until recently. We examined the effects of temperature environment on several metamorphic characteristics in three populations of the pool frog (Rana lessonae Camerano, 1882) by rearing individuals at two temperature environments (20 and 25 degrees C). Higher temperature shortened the metamorphic period and reduced the absolute mass loss, although there was no difference between the temperatures in the percentage of mass lost. No differences among the populations were detected, but there was significant intrapopulation variation both in the mean and in the plasticity for the duration of metamorphosis. These results indicate that several aspects of metamorphosis are plastic in amphibians, these traits may have considerable intrapopulation variation, and that temperature is a strong factor affecting the process of metamorphosis.									5	0	2	0	6	0	8			0008-4301			WOS:000272031500004		
J	Schraft, Hannes A.; Goodman, Colin; Clark, Rulon W.								Do free-ranging rattlesnakes use thermal cues to evaluate prey?								JOURNAL OF COMPARATIVE PHYSIOLOGY A-NEUROETHOLOGY SENSORY NEURAL AND BEHAVIORAL PHYSIOLOGY				204	3			295	303		10.1007/s00359-017-1239-8				MAR 2018	2018	Rattlesnakes use infrared radiation to detect prey animals such as small mammals and lizards. Because ectotherm locomotor performance depends on temperature, rattlesnakes could use prey temperature to evaluate the potential of lizards to evade attacks. Here, we tested whether hunting rattlesnakes use infrared information to (1) detect and (2) evaluate prey before attack. We expected thermal contrast between prey and background to be the best predictor of predatory behaviour under the prey detection hypothesis, and absolute prey temperature under the prey evaluation hypothesis. We presented lizard carcasses of varying temperatures to free-ranging sidewinder rattlesnakes (Crotalus cerastes) and scored behavioural responses as a function of thermal contrast, absolute lizard temperature, and light level. Thermal contrast and light level were the most salient predictors of snake behaviour. Snakes were more likely to respond to lizards and/or respond at greater distances at night and when thermal contrast was high, supporting the known prey detection function of infrared sensing. Absolute lizard temperature was not an important predictor of snake behaviour; thus, we found no evidence for temperature-based prey evaluation. Infrared sensing is still poorly understood in ecologically relevant contexts; future research will test whether rattlesnakes learn to evaluate prey based on temperature with experience.									1	0	0	0	1	0	1			0340-7594	1432-1351		WOS:000425333200004	29218413	
J	Ponsonby, DJ; Copland, MJW								Maximum feeding potential of larvae and adults of the scale insect predator, Chilocorus nigritus with a new method of estimating food intake								BIOCONTROL				45	3			295	310		10.1023/A:1009953005065				SEP 2000	2000	A method of estimating the weight of individual Abgrallaspis cyanophylli (Signoret) without the need for removal from the host plant is described. Using this method, which enables accurate estimations of scale insect weight by measuring length and relating it to a previously determined regression model, maximum feeding potential in male and female Chilocorus nigritus (F.) adults was examined at various constant temperatures over the range of 13 to 30 degrees C and at a cycling temperature of 12 h/12 h at 14/30 degrees C (r.h. in the range of 62 to 68%). Mean daily potential food intake varied from 0.097 mg/day at 13 degrees C to 1.432 mg/day at 30 degrees C. However, intake at the cycling temperature was significantly higher than that at constant temperatures (1.98 mg/day). At 15, 20 and 30 degrees C there were no significant differences between male and female potential food requirements whilst at temperatures in the mid range, there was a considerable increase in female potential voracity when compared to that of the males. Maximum potential larval food requirement for development at 26 degrees C and 62% r.h. in C. nigritus was also estimated using the above method. A mean of 16.24 mg of Abgrallaspis cyanophylli (Signoret) was required for larvae of both sexes to complete development. This study suggests that C. nigritus would be most efficient as a biological control agent if used in glasshouses with a mean daily temperature above 22 degrees C.									10	0	0	0	9	1	10			1386-6141			WOS:000089336400004		
J	Mandal, Sumit; Tamaki, Akio; Ohashi, Satoshi; Takeuchi, Seiji; Agata, Yoshihiro; Takahara, Yusuke; Harada, Kazuyuki; Yamada, Fumihiko				Tamaki, Akio/O-1576-2018	Takeuchi, Seiji/0000-0002-7051-8118			How newly recruited cohorts are formed in the trochid gastropod population (Umbonium moniliferum) on an intertidal sandflat in western Kyushu, Japan								JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY				389	1-2			18	37		10.1016/j.jembe.2010.04.001				JUN 30 2010	2010	In macrobenthos with meroplanktonic larvae, larval settlement and recruitment are two crucial processes for population cohort formation, yet only a few studies have given explicit definitions for newly settled and recruited juveniles (settlers and recruits) and descriptions of those processes with relevant time scales. Using a comprehensive approach, our study demonstrated a clear pattern in cohort formation of the trochid gastropod population (Umbonium moniliferum) on an intertidal sandflat, southwestern Japan, in the breeding seasons of 2002 and 2007-2009. The study included (1) daily monitoring for spawned eggs and competent larvae in the field and the laboratory, (2) daily and fortnightly monitoring for juveniles, and (3) collection of larvae in the water column and in situ simulation of larval retention, releasing drift cards within an embayment embracing the sandflat. The population with shell widths of 5-14 mm occupied the lower shore in densities of about 1000 inds. m(-2), spawning gametes for lecithotrophic larval development with the shortest duration of 3 d during late September through October. The settlers occurring per day and the newly recruited cohort in the size-frequency distribution were defined as juveniles belonging to the smallest size class (0.20 and 0.21 mm) and to the most left-hand normal-distribution group, respectively. The growth rate was estimated at 0.02 mm d(-1). A synchronous mass egg spawning took place 2-4 d after neap tide, followed by the sequential occurrence of veligers and settlers in high densities, which was completed by the next neap tide, leading to the formation of one newly recruited cohort. Three distinct cohorts were produced consecutively, most probably due to this semilunar cycle. The iteroparous spawning was supposedly performed by the same females. By the following spring, the three cohorts had fused into a single young-of-the-year cohort. Veligers were present across all depth layers in the water column down to 20 m, with a quarter being present within the surface 1 m. Drift cards were driven ashore, with cumulative retrieval rates of 50 and 70% 3 and 9 d after release, respectively, suggesting that hydrodynamics allowed good retention of larvae in the water surface. Using an exponentially decreasing function describing competent larval numbers in a 2 to 9-d period after fertilization in the laboratory, the degree of self-recruitment in the population was assessed under the assumption of complete retention and no mortality of larvae due to predation. The results suggested the presence of some allochthonous subsidy. (C) 2010 Elsevier B.V. All rights reserved.									8	0	0	0	7	0	8			0022-0981	1879-1697		WOS:000279100800004		
J	Maier, G								Daphnia invasion: Population dynamics of Daphnia assemblages in two eutrophic lakes with particular reference to the introduced alien Daphnia ambigua								JOURNAL OF PLANKTON RESEARCH				18	11			2001	2015		10.1093/plankt/18.11.2001				NOV 1996	1996	The population dynamics of Daphnia species (D.cucullata, D.ambigua, D.galeata) in two small, productive lakes were studied and experiments with field enclosures were carried out to elucidate the ecological niches of the introduced, alien species D.ambigua. Daphnia ambigua co-existed temporally with the similarly sized D.cucullata, but lived in deeper water. Although both species had the same clutch sizes, similar proportions of ovigerous females: and death rates, D. cucullata was numerically dominant over D.ambigua. This suggests that the observed difference in abundance is simply a result of the slower population growth rates of D.ambigua at lower temperatures in greater depths. The experiments with field enclosures showed that when D.cucullata and D.ambigua were forced to live in the same layer of water, D.ambigua was numerically dominant over D.cucullata both in the enclosures with and without fish. As the difference between the abundances of the two species decreased in the enclosure with fish, D.cucullata seems to be better protected against fish predation than D.ambigua. In the enclosures without fish, D.ambigua and D.cucullata were numerically surpassed by the larger species D.galeata. The present results imply that in some productive lakes with a high fish stock, D.ambigua invaded the niche of D.galeata and that the species can become an important component of the native zooplankton. The results also support the opinion that co-existing Daphnia can have very similar dynamics and niches.									11	0	0	0	10	0	11			0142-7873			WOS:A1996VX63700002		
J	Black, Bryan A.; Schroeder, Isaac D.; Sydeman, William J.; Bograd, Steven J.; Lawson, Peter W.				Black, Bryan/A-7057-2009; Bond, Alexander L/A-3786-2010	Black, Bryan/0000-0001-6851-257X; 			Wintertime ocean conditions synchronize rockfish growth and seabird reproduction in the central California Current ecosystem								CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES				67	7			1149	1158		10.1139/F10-055				JUL 2010	2010	Chronologies developed from annual growth-increment widths of splitnose rockfish (Sebastes pinniger) and yelloweye rockfish (Sebastes ruberrimus) otoliths were compared with time series of lay date and fledgling success for the common murre (Uria aalge) and Cassin's auklet (Ptychoramphus aleuticus) in the north-central California Current. All time series were exactly dated and spanned 1972 through 1994. In a principal components analysis, the leading principal component (PC1bio) accounted for 64% of the variance in the data set. By entering the upwelling index, the Northern Oscillation index, sea surface temperatures, and the multivariate ENSO (El Nino Southern Oscillation) index into principal components analysis, a time series of environmental variability PC1env was developed for each month of the year. Over the interval 1972 through 1994, PC1bio most strongly correlated with PC1env for February and, to a lesser extent, January and March. Moreover, when each of the six biological time series was related to the 12 PC1env through stepwise multiple regression, February was always the most significant (p < 0.01). The same was true if upwelling index was substituted for PC1env. As upper-trophic predators, rockfish and seabirds independently corroborate that wintertime ocean conditions are critical for productivity in the California Current ecosystem.									40	0	0	0	22	0	41			0706-652X	1205-7533		WOS:000279739900009		
